mes,Bola1,count_MM_bola1,Bola2,count_MM_bola2,Bola3,count_MM_bola3,Bola4,count_MM_bola4,Bola5,count_MM_bola5,Bola6,count_MM_bola6
03,0,0,13,14,0,0,0,0,0,0,0,0
03,0,0,14,15,0,0,0,0,0,0,0,0
03,0,0,15,8,0,0,0,0,0,0,0,0
03,0,0,16,13,0,0,0,0,0,0,0,0
03,0,0,17,12,0,0,0,0,0,0,0,0
03,0,0,18,10,0,0,0,0,0,0,0,0
03,0,0,19,3,0,0,0,0,0,0,0,0
03,0,0,20,9,0,0,0,0,0,0,0,0
03,0,0,21,5,0,0,0,0,0,0,0,0
03,0,0,22,6,0,0,0,0,0,0,0,0
03,0,0,23,9,0,0,0,0,0,0,0,0
03,0,0,24,14,0,0,0,0,0,0,0,0
03,0,0,25,1,0,0,0,0,0,0,0,0
03,0,0,26,1,0,0,0,0,0,0,0,0
03,0,0,27,8,0,0,0,0,0,0,0,0
03,0,0,28,5,0,0,0,0,0,0,0,0
03,0,0,29,3,0,0,0,0,0,0,0,0
03,0,0,30,5,0,0,0,0,0,0,0,0
03,0,0,31,1,0,0,0,0,0,0,0,0
03,0,0,32,2,0,0,0,0,0,0,0,0
03,0,0,33,1,0,0,0,0,0,0,0,0
03,0,0,34,1,0,0,0,0,0,0,0,0
03,0,0,35,1,0,0,0,0,0,0,0,0
03,0,0,36,2,0,0,0,0,0,0,0,0
03,0,0,37,3,0,0,0,0,0,0,0,0
03,0,0,38,1,0,0,0,0,0,0,0,0
03,0,0,39,2,0,0,0,0,0,0,0,0
03,0,0,40,2,0,0,0,0,0,0,0,0
03,0,0,41,3,0,0,0,0,0,0,0,0
03,0,0,42,2,0,0,0,0,0,0,0,0
03,0,0,43,1,0,0,0,0,0,0,0,0
03,0,0,47,2,0,0,0,0,0,0,0,0
03,0,0,48,1,0,0,0,0,0,0,0,0
04,0,0,2,3,0,0,0,0,0,0,0,0
04,0,0,3,2,0,0,0,0,0,0,0,0
04,0,0,4,3,0,0,0,0,0,0,0,0
04,0,0,5,11,0,0,0,0,0,0,0,0
04,0,0,6,6,0,0,0,0,0,0,0,0
04,0,0,7,7,0,0,0,0,0,0,0,0
04,0,0,8,6,0,0,0,0,0,0,0,0
04,0,0,9,13,0,0,0,0,0,0,0,0
04,0,0,10,13,0,0,0,0,0,0,0,0
04,0,0,11,7,0,0,0,0,0,0,0,0
04,0,0,12,9,0,0,0,0,0,0,0,0
04,0,0,13,11,0,0,0,0,0,0,0,0
04,0,0,14,12,0,0,0,0,0,0,0,0
04,0,0,15,12,0,0,0,0,0,0,0,0
04,0,0,16,9,0,0,0,0,0,0,0,0
04,0,0,17,16,0,0,0,0,0,0,0,0
04,0,0,18,15,0,0,0,0,0,0,0,0
04,0,0,19,6,0,0,0,0,0,0,0,0
04,0,0,20,13,0,0,0,0,0,0,0,0
04,0,0,21,4,0,0,0,0,0,0,0,0
04,0,0,22,9,0,0,0,0,0,0,0,0
04,0,0,23,14,0,0,0,0,0,0,0,0
04,0,0,24,3,0,0,0,0,0,0,0,0
04,0,0,25,3,0,0,0,0,0,0,0,0
04,0,0,26,3,0,0,0,0,0,0,0,0
04,0,0,27,10,0,0,0,0,0,0,0,0
04,0,0,28,4,0,0,0,0,0,0,0,0
04,0,0,29,5,0,0,0,0,0,0,0,0
04,0,0,30,4,0,0,0,0,0,0,0,0
04,0,0,31,3,0,0,0,0,0,0,0,0
