mes,Bola1,count_MM_bola1,Bola2,count_MM_bola2,Bola3,count_MM_bola3,Bola4,count_MM_bola4,Bola5,count_MM_bola5,Bola6,count_MM_bola6
04,0,0,32,2,0,0,0,0,0,0,0,0
04,0,0,33,4,0,0,0,0,0,0,0,0
04,0,0,34,1,0,0,0,0,0,0,0,0
04,0,0,35,3,0,0,0,0,0,0,0,0
04,0,0,36,4,0,0,0,0,0,0,0,0
04,0,0,40,3,0,0,0,0,0,0,0,0
04,0,0,43,1,0,0,0,0,0,0,0,0
05,0,0,2,1,0,0,0,0,0,0,0,0
05,0,0,3,5,0,0,0,0,0,0,0,0
05,0,0,4,6,0,0,0,0,0,0,0,0
05,0,0,5,7,0,0,0,0,0,0,0,0
05,0,0,6,8,0,0,0,0,0,0,0,0
05,0,0,7,4,0,0,0,0,0,0,0,0
05,0,0,8,12,0,0,0,0,0,0,0,0
05,0,0,9,10,0,0,0,0,0,0,0,0
05,0,0,10,14,0,0,0,0,0,0,0,0
05,0,0,11,10,0,0,0,0,0,0,0,0
05,0,0,12,15,0,0,0,0,0,0,0,0
05,0,0,13,13,0,0,0,0,0,0,0,0
05,0,0,14,10,0,0,0,0,0,0,0,0
05,0,0,15,7,0,0,0,0,0,0,0,0
05,0,0,16,8,0,0,0,0,0,0,0,0
05,0,0,17,9,0,0,0,0,0,0,0,0
05,0,0,18,11,0,0,0,0,0,0,0,0
05,0,0,19,12,0,0,0,0,0,0,0,0
05,0,0,20,5,0,0,0,0,0,0,0,0
05,0,0,21,7,0,0,0,0,0,0,0,0
05,0,0,22,8,0,0,0,0,0,0,0,0
05,0,0,23,12,0,0,0,0,0,0,0,0
05,0,0,24,9,0,0,0,0,0,0,0,0
05,0,0,25,9,0,0,0,0,0,0,0,0
05,0,0,26,7,0,0,0,0,0,0,0,0
05,0,0,27,8,0,0,0,0,0,0,0,0
05,0,0,28,2,0,0,0,0,0,0,0,0
05,0,0,29,6,0,0,0,0,0,0,0,0
05,0,0,30,2,0,0,0,0,0,0,0,0
05,0,0,31,5,0,0,0,0,0,0,0,0
05,0,0,32,2,0,0,0,0,0,0,0,0
05,0,0,34,1,0,0,0,0,0,0,0,0
05,0,0,35,2,0,0,0,0,0,0,0,0
05,0,0,38,2,0,0,0,0,0,0,0,0
05,0,0,43,1,0,0,0,0,0,0,0,0
05,0,0,45,1,0,0,0,0,0,0,0,0
06,0,0,2,1,0,0,0,0,0,0,0,0
06,0,0,3,4,0,0,0,0,0,0,0,0
06,0,0,4,8,0,0,0,0,0,0,0,0
06,0,0,5,11,0,0,0,0,0,0,0,0
06,0,0,6,9,0,0,0,0,0,0,0,0
06,0,0,7,4,0,0,0,0,0,0,0,0
06,0,0,8,8,0,0,0,0,0,0,0,0
06,0,0,9,10,0,0,0,0,0,0,0,0
06,0,0,10,10,0,0,0,0,0,0,0,0
06,0,0,11,13,0,0,0,0,0,0,0,0
06,0,0,12,11,0,0,0,0,0,0,0,0
06,0,0,13,10,0,0,0,0,0,0,0,0
06,0,0,14,8,0,0,0,0,0,0,0,0
06,0,0,15,8,0,0,0,0,0,0,0,0
06,0,0,16,16,0,0,0,0,0,0,0,0
06,0,0,17,9,0,0,0,0,0,0,0,0
06,0,0,18,10,0,0,0,0,0,0,0,0
06,0,0,19,10,0,0,0,0,0,0,0,0
06,0,0,20,10,0,0,0,0,0,0,0,0
06,0,0,21,6,0,0,0,0,0,0,0,0
06,0,0,22,5,0,0,0,0,0,0,0,0
06,0,0,23,4,0,0,0,0,0,0,0,0
06,0,0,24,3,0,0,0,0,0,0,0,0
06,0,0,25,4,0,0,0,0,0,0,0,0
06,0,0,26,5,0,0,0,0,0,0,0,0
06,0,0,27,5,0,0,0,0,0,0,0,0
06,0,0,28,5,0,0,0,0,0,0,0,0
06,0,0,29,3,0,0,0,0,0,0,0,0
06,0,0,30,4,0,0,0,0,0,0,0,0
06,0,0,31,5,0,0,0,0,0,0,0,0
06,0,0,32,5,0,0,0,0,0,0,0,0
06,0,0,33,5,0,0,0,0,0,0,0,0
06,0,0,34,2,0,0,0,0,0,0,0,0
06,0,0,35,1,0,0,0,0,0,0,0,0
06,0,0,36,1,0,0,0,0,0,0,0,0
06,0,0,37,2,0,0,0,0,0,0,0,0
06,0,0,39,2,0,0,0,0,0,0,0,0
06,0,0,40,1,0,0,0,0,0,0,0,0
06,0,0,41,1,0,0,0,0,0,0,0,0
06,0,0,46,1,0,0,0,0,0,0,0,0
06,0,0,48,1,0,0,0,0,0,0,0,0
06,0,0,51,1,0,0,0,0,0,0,0,0
07,0,0,2,1,0,0,0,0,0,0,0,0
07,0,0,3,3,0,0,0,0,0,0,0,0
07,0,0,4,2,0,0,0,0,0,0,0,0
07,0,0,5,7,0,0,0,0,0,0,0,0
07,0,0,6,6,0,0,0,0,0,0,0,0
07,0,0,7,2,0,0,0,0,0,0,0,0
07,0,0,8,13,0,0,0,0,0,0,0,0
07,0,0,9,8,0,0,0,0,0,0,0,0
07,0,0,10,16,0,0,0,0,0,0,0,0
07,0,0,11,8,0,0,0,0,0,0,0,0
07,0,0,12,7,0,0,0,0,0,0,0,0
07,0,0,13,15,0,0,0,0,0,0,0,0
07,0,0,14,8,0,0,0,0,0,0,0,0
07,0,0,15,10,0,0,0,0,0,0,0,0
07,0,0,16,13,0,0,0,0,0,0,0,0
07,0,0,17,9,0,0,0,0,0,0,0,0
07,0,0,18,10,0,0,0,0,0,0,0,0
07,0,0,19,9,0,0,0,0,0,0,0,0
07,0,0,20,8,0,0,0,0,0,0,0,0
07,0,0,21,7,0,0,0,0,0,0,0,0
07,0,0,22,10,0,0,0,0,0,0,0,0
07,0,0,23,10,0,0,0,0,0,0,0,0
07,0,0,24,6,0,0,0,0,0,0,0,0
07,0,0,25,6,0,0,0,0,0,0,0,0
07,0,0,26,8,0,0,0,0,0,0,0,0
07,0,0,27,12,0,0,0,0,0,0,0,0
07,0,0,28,3,0,0,0,0,0,0,0,0
07,0,0,29,6,0,0,0,0,0,0,0,0
07,0,0,30,3,0,0,0,0,0,0,0,0
07,0,0,31,4,0,0,0,0,0,0,0,0
07,0,0,32,3,0,0,0,0,0,0,0,0
07,0,0,33,7,0,0,0,0,0,0,0,0
07,0,0,34,2,0,0,0,0,0,0,0,0
07,0,0,35,1,0,0,0,0,0,0,0,0
07,0,0,36,1,0,0,0,0,0,0,0,0
07,0,0,37,3,0,0,0,0,0,0,0,0
07,0,0,38,1,0,0,0,0,0,0,0,0
07,0,0,40,4,0,0,0,0,0,0,0,0
07,0,0,41,2,0,0,0,0,0,0,0,0
07,0,0,44,2,0,0,0,0,0,0,0,0
08,0,0,2,1,0,0,0,0,0,0,0,0
08,0,0,3,3,0,0,0,0,0,0,0,0
08,0,0,4,5,0,0,0,0,0,0,0,0
08,0,0,5,8,0,0,0,0,0,0,0,0
08,0,0,6,11,0,0,0,0,0,0,0,0
08,0,0,7,9,0,0,0,0,0,0,0,0
08,0,0,8,10,0,0,0,0,0,0,0,0
08,0,0,9,16,0,0,0,0,0,0,0,0
08,0,0,10,9,0,0,0,0,0,0,0,0
08,0,0,11,12,0,0,0,0,0,0,0,0
08,0,0,12,14,0,0,0,0,0,0,0,0
08,0,0,13,8,0,0,0,0,0,0,0,0
08,0,0,14,12,0,0,0,0,0,0,0,0
08,0,0,15,7,0,0,0,0,0,0,0,0
08,0,0,16,10,0,0,0,0,0,0,0,0
08,0,0,17,12,0,0,0,0,0,0,0,0
08,0,0,18,8,0,0,0,0,0,0,0,0
08,0,0,19,9,0,0,0,0,0,0,0,0
08,0,0,20,6,0,0,0,0,0,0,0,0
08,0,0,21,9,0,0,0,0,0,0,0,0
08,0,0,22,9,0,0,0,0,0,0,0,0
08,0,0,23,4,0,0,0,0,0,0,0,0
08,0,0,24,9,0,0,0,0,0,0,0,0
08,0,0,25,9,0,0,0,0,0,0,0,0
08,0,0,26,7,0,0,0,0,0,0,0,0
08,0,0,27,5,0,0,0,0,0,0,0,0
08,0,0,28,5,0,0,0,0,0,0,0,0
08,0,0,29,6,0,0,0,0,0,0,0,0
08,0,0,30,1,0,0,0,0,0,0,0,0
08,0,0,31,6,0,0,0,0,0,0,0,0
08,0,0,32,1,0,0,0,0,0,0,0,0
08,0,0,33,3,0,0,0,0,0,0,0,0
08,0,0,34,1,0,0,0,0,0,0,0,0
08,0,0,35,5,0,0,0,0,0,0,0,0
08,0,0,36,4,0,0,0,0,0,0,0,0
08,0,0,37,4,0,0,0,0,0,0,0,0
08,0,0,38,2,0,0,0,0,0,0,0,0
08,0,0,40,1,0,0,0,0,0,0,0,0
08,0,0,41,1,0,0,0,0,0,0,0,0
08,0,0,42,1,0,0,0,0,0,0,0,0
08,0,0,43,2,0,0,0,0,0,0,0,0
08,0,0,45,1,0,0,0,0,0,0,0,0
08,0,0,50,1,0,0,0,0,0,0,0,0
09,0,0,2,7,0,0,0,0,0,0,0,0
09,0,0,3,2,0,0,0,0,0,0,0,0
09,0,0,4,8,0,0,0,0,0,0,0,0
09,0,0,5,8,0,0,0,0,0,0,0,0
09,0,0,6,9,0,0,0,0,0,0,0,0
09,0,0,7,7,0,0,0,0,0,0,0,0
09,0,0,8,7,0,0,0,0,0,0,0,0
09,0,0,9,9,0,0,0,0,0,0,0,0
09,0,0,10,10,0,0,0,0,0,0,0,0
09,0,0,11,10,0,0,0,0,0,0,0,0
09,0,0,12,12,0,0,0,0,0,0,0,0
09,0,0,13,18,0,0,0,0,0,0,0,0
09,0,0,14,7,0,0,0,0,0,0,0,0
09,0,0,15,11,0,0,0,0,0,0,0,0
09,0,0,16,14,0,0,0,0,0,0,0,0
09,0,0,17,8,0,0,0,0,0,0,0,0
09,0,0,18,15,0,0,0,0,0,0,0,0
09,0,0,19,7,0,0,0,0,0,0,0,0
09,0,0,20,6,0,0,0,0,0,0,0,0
09,0,0,21,8,0,0,0,0,0,0,0,0
09,0,0,22,9,0,0,0,0,0,0,0,0
09,0,0,23,11,0,0,0,0,0,0,0,0
09,0,0,24,1,0,0,0,0,0,0,0,0
09,0,0,25,7,0,0,0,0,0,0,0,0
09,0,0,26,4,0,0,0,0,0,0,0,0
09,0,0,27,7,0,0,0,0,0,0,0,0
09,0,0,28,6,0,0,0,0,0,0,0,0
09,0,0,29,6,0,0,0,0,0,0,0,0
09,0,0,30,4,0,0,0,0,0,0,0,0
09,0,0,31,3,0,0,0,0,0,0,0,0
09,0,0,32,3,0,0,0,0,0,0,0,0
09,0,0,33,1,0,0,0,0,0,0,0,0
09,0,0,36,1,0,0,0,0,0,0,0,0
09,0,0,38,1,0,0,0,0,0,0,0,0
09,0,0,39,1,0,0,0,0,0,0,0,0
09,0,0,40,1,0,0,0,0,0,0,0,0
09,0,0,44,1,0,0,0,0,0,0,0,0
09,0,0,47,1,0,0,0,0,0,0,0,0
10,0,0,3,4,0,0,0,0,0,0,0,0
10,0,0,4,3,0,0,0,0,0,0,0,0
10,0,0,5,10,0,0,0,0,0,0,0,0
10,0,0,6,8,0,0,0,0,0,0,0,0
10,0,0,7,7,0,0,0,0,0,0,0,0
10,0,0,8,9,0,0,0,0,0,0,0,0
10,0,0,9,9,0,0,0,0,0,0,0,0
10,0,0,10,10,0,0,0,0,0,0,0,0
10,0,0,11,24,0,0,0,0,0,0,0,0
10,0,0,12,3,0,0,0,0,0,0,0,0
10,0,0,13,16,0,0,0,0,0,0,0,0
10,0,0,14,9,0,0,0,0,0,0,0,0
10,0,0,15,15,0,0,0,0,0,0,0,0
10,0,0,16,12,0,0,0,0,0,0,0,0
10,0,0,17,13,0,0,0,0,0,0,0,0
10,0,0,18,11,0,0,0,0,0,0,0,0
10,0,0,19,11,0,0,0,0,0,0,0,0
10,0,0,20,6,0,0,0,0,0,0,0,0
10,0,0,21,4,0,0,0,0,0,0,0,0
10,0,0,22,4,0,0,0,0,0,0,0,0
10,0,0,23,10,0,0,0,0,0,0,0,0
10,0,0,24,8,0,0,0,0,0,0,0,0
10,0,0,25,5,0,0,0,0,0,0,0,0
10,0,0,26,2,0,0,0,0,0,0,0,0
10,0,0,27,8,0,0,0,0,0,0,0,0
10,0,0,28,5,0,0,0,0,0,0,0,0
10,0,0,29,4,0,0,0,0,0,0,0,0
10,0,0,30,7,0,0,0,0,0,0,0,0
10,0,0,31,3,0,0,0,0,0,0,0,0
10,0,0,32,3,0,0,0,0,0,0,0,0
10,0,0,33,4,0,0,0,0,0,0,0,0
10,0,0,34,2,0,0,0,0,0,0,0,0
10,0,0,35,4,0,0,0,0,0,0,0,0
10,0,0,36,4,0,0,0,0,0,0,0,0
10,0,0,37,1,0,0,0,0,0,0,0,0
10,0,0,44,2,0,0,0,0,0,0,0,0
11,0,0,2,2,0,0,0,0,0,0,0,0
11,0,0,3,2,0,0,0,0,0,0,0,0
11,0,0,4,5,0,0,0,0,0,0,0,0
11,0,0,5,6,0,0,0,0,0,0,0,0
11,0,0,6,7,0,0,0,0,0,0,0,0
11,0,0,7,6,0,0,0,0,0,0,0,0
11,0,0,8,15,0,0,0,0,0,0,0,0
11,0,0,9,8,0,0,0,0,0,0,0,0
11,0,0,10,12,0,0,0,0,0,0,0,0
11,0,0,11,10,0,0,0,0,0,0,0,0
11,0,0,12,11,0,0,0,0,0,0,0,0
11,0,0,13,14,0,0,0,0,0,0,0,0
11,0,0,14,6,0,0,0,0,0,0,0,0
11,0,0,15,8,0,0,0,0,0,0,0,0
11,0,0,16,13,0,0,0,0,0,0,0,0
11,0,0,17,9,0,0,0,0,0,0,0,0
11,0,0,18,8,0,0,0,0,0,0,0,0
11,0,0,19,5,0,0,0,0,0,0,0,0
11,0,0,20,7,0,0,0,0,0,0,0,0
11,0,0,21,10,0,0,0,0,0,0,0,0
11,0,0,22,4,0,0,0,0,0,0,0,0
11,0,0,23,7,0,0,0,0,0,0,0,0
11,0,0,24,12,0,0,0,0,0,0,0,0
11,0,0,25,7,0,0,0,0,0,0,0,0
11,0,0,26,5,0,0,0,0,0,0,0,0
11,0,0,27,6,0,0,0,0,0,0,0,0
11,0,0,28,6,0,0,0,0,0,0,0,0
11,0,0,29,7,0,0,0,0,0,0,0,0
11,0,0,30,5,0,0,0,0,0,0,0,0
11,0,0,31,5,0,0,0,0,0,0,0,0
11,0,0,32,4,0,0,0,0,0,0,0,0
11,0,0,33,2,0,0,0,0,0,0,0,0
11,0,0,34,2,0,0,0,0,0,0,0,0
11,0,0,36,4,0,0,0,0,0,0,0,0
11,0,0,37,1,0,0,0,0,0,0,0,0
11,0,0,38,1,0,0,0,0,0,0,0,0
11,0,0,41,1,0,0,0,0,0,0,0,0
11,0,0,42,1,0,0,0,0,0,0,0,0
11,0,0,44,1,0,0,0,0,0,0,0,0
11,0,0,45,1,0,0,0,0,0,0,0,0
12,0,0,2,1,0,0,0,0,0,0,0,0
12,0,0,3,4,0,0,0,0,0,0,0,0
12,0,0,4,6,0,0,0,0,0,0,0,0
12,0,0,5,6,0,0,0,0,0,0,0,0
12,0,0,6,9,0,0,0,0,0,0,0,0
12,0,0,7,8,0,0,0,0,0,0,0,0
12,0,0,8,8,0,0,0,0,0,0,0,0
12,0,0,9,5,0,0,0,0,0,0,0,0
12,0,0,10,15,0,0,0,0,0,0,0,0
12,0,0,11,9,0,0,0,0,0,0,0,0
12,0,0,12,6,0,0,0,0,0,0,0,0
12,0,0,13,6,0,0,0,0,0,0,0,0
12,0,0,14,10,0,0,0,0,0,0,0,0
12,0,0,15,10,0,0,0,0,0,0,0,0
12,0,0,16,13,0,0,0,0,0,0,0,0
12,0,0,17,6,0,0,0,0,0,0,0,0
12,0,0,18,5,0,0,0,0,0,0,0,0
12,0,0,19,9,0,0,0,0,0,0,0,0
12,0,0,20,9,0,0,0,0,0,0,0,0
12,0,0,21,5,0,0,0,0,0,0,0,0
12,0,0,22,7,0,0,0,0,0,0,0,0
12,0,0,23,10,0,0,0,0,0,0,0,0
12,0,0,24,7,0,0,0,0,0,0,0,0
12,0,0,25,6,0,0,0,0,0,0,0,0
12,0,0,26,5,0,0,0,0,0,0,0,0
12,0,0,27,12,0,0,0,0,0,0,0,0
12,0,0,28,4,0,0,0,0,0,0,0,0
12,0,0,29,4,0,0,0,0,0,0,0,0
12,0,0,30,2,0,0,0,0,0,0,0,0
12,0,0,31,3,0,0,0,0,0,0,0,0
12,0,0,32,7,0,0,0,0,0,0,0,0
12,0,0,33,2,0,0,0,0,0,0,0,0
12,0,0,34,2,0,0,0,0,0,0,0,0
12,0,0,35,3,0,0,0,0,0,0,0,0
12,0,0,36,1,0,0,0,0,0,0,0,0
12,0,0,37,4,0,0,0,0,0,0,0,0
12,0,0,38,1,0,0,0,0,0,0,0,0
12,0,0,39,1,0,0,0,0,0,0,0,0
12,0,0,40,1,0,0,0,0,0,0,0,0
01,0,0,0,0,5,2,0,0,0,0,0,0
01,0,0,0,0,7,3,0,0,0,0,0,0
01,0,0,0,0,9,2,0,0,0,0,0,0
01,0,0,0,0,10,1,0,0,0,0,0,0
01,0,0,0,0,11,2,0,0,0,0,0,0
01,0,0,0,0,12,5,0,0,0,0,0,0
01,0,0,0,0,13,3,0,0,0,0,0,0
01,0,0,0,0,14,12,0,0,0,0,0,0
01,0,0,0,0,15,4,0,0,0,0,0,0
01,0,0,0,0,16,9,0,0,0,0,0,0
01,0,0,0,0,17,3,0,0,0,0,0,0
01,0,0,0,0,18,4,0,0,0,0,0,0
01,0,0,0,0,19,9,0,0,0,0,0,0
01,0,0,0,0,20,12,0,0,0,0,0,0
01,0,0,0,0,21,11,0,0,0,0,0,0
01,0,0,0,0,22,10,0,0,0,0,0,0
01,0,0,0,0,23,11,0,0,0,0,0,0
01,0,0,0,0,24,11,0,0,0,0,0,0
01,0,0,0,0,25,8,0,0,0,0,0,0
01,0,0,0,0,26,7,0,0,0,0,0,0
01,0,0,0,0,27,5,0,0,0,0,0,0
01,0,0,0,0,28,12,0,0,0,0,0,0
01,0,0,0,0,29,11,0,0,0,0,0,0
01,0,0,0,0,30,10,0,0,0,0,0,0
01,0,0,0,0,31,7,0,0,0,0,0,0
01,0,0,0,0,32,8,0,0,0,0,0,0
01,0,0,0,0,33,7,0,0,0,0,0,0
01,0,0,0,0,34,7,0,0,0,0,0,0
01,0,0,0,0,35,8,0,0,0,0,0,0
01,0,0,0,0,36,7,0,0,0,0,0,0
01,0,0,0,0,37,2,0,0,0,0,0,0
01,0,0,0,0,38,4,0,0,0,0,0,0
01,0,0,0,0,39,5,0,0,0,0,0,0
01,0,0,0,0,40,6,0,0,0,0,0,0
01,0,0,0,0,41,1,0,0,0,0,0,0
01,0,0,0,0,42,3,0,0,0,0,0,0
01,0,0,0,0,43,4,0,0,0,0,0,0
01,0,0,0,0,44,6,0,0,0,0,0,0
01,0,0,0,0,45,2,0,0,0,0,0,0
01,0,0,0,0,46,2,0,0,0,0,0,0
01,0,0,0,0,47,1,0,0,0,0,0,0
01,0,0,0,0,50,1,0,0,0,0,0,0
01,0,0,0,0,53,1,0,0,0,0,0,0
01,0,0,0,0,55,1,0,0,0,0,0,0
02,0,0,0,0,5,3,0,0,0,0,0,0
02,0,0,0,0,6,1,0,0,0,0,0,0
02,0,0,0,0,7,2,0,0,0,0,0,0
02,0,0,0,0,8,3,0,0,0,0,0,0
02,0,0,0,0,9,3,0,0,0,0,0,0
02,0,0,0,0,10,2,0,0,0,0,0,0
02,0,0,0,0,11,9,0,0,0,0,0,0
02,0,0,0,0,12,4,0,0,0,0,0,0
02,0,0,0,0,13,7,0,0,0,0,0,0
02,0,0,0,0,14,5,0,0,0,0,0,0
02,0,0,0,0,15,7,0,0,0,0,0,0
02,0,0,0,0,16,2,0,0,0,0,0,0
02,0,0,0,0,17,11,0,0,0,0,0,0
02,0,0,0,0,18,4,0,0,0,0,0,0
02,0,0,0,0,19,7,0,0,0,0,0,0
02,0,0,0,0,20,7,0,0,0,0,0,0
02,0,0,0,0,21,5,0,0,0,0,0,0
02,0,0,0,0,22,7,0,0,0,0,0,0
02,0,0,0,0,23,4,0,0,0,0,0,0
02,0,0,0,0,24,10,0,0,0,0,0,0
02,0,0,0,0,25,6,0,0,0,0,0,0
02,0,0,0,0,26,9,0,0,0,0,0,0
02,0,0,0,0,27,10,0,0,0,0,0,0
02,0,0,0,0,28,9,0,0,0,0,0,0
02,0,0,0,0,29,5,0,0,0,0,0,0
02,0,0,0,0,30,7,0,0,0,0,0,0
02,0,0,0,0,31,9,0,0,0,0,0,0
02,0,0,0,0,32,7,0,0,0,0,0,0
02,0,0,0,0,33,7,0,0,0,0,0,0
02,0,0,0,0,34,6,0,0,0,0,0,0
02,0,0,0,0,35,6,0,0,0,0,0,0
02,0,0,0,0,36,2,0,0,0,0,0,0
02,0,0,0,0,37,4,0,0,0,0,0,0
02,0,0,0,0,38,6,0,0,0,0,0,0
02,0,0,0,0,39,3,0,0,0,0,0,0
02,0,0,0,0,40,5,0,0,0,0,0,0
02,0,0,0,0,41,1,0,0,0,0,0,0
02,0,0,0,0,42,7,0,0,0,0,0,0
02,0,0,0,0,43,6,0,0,0,0,0,0
02,0,0,0,0,44,3,0,0,0,0,0,0
02,0,0,0,0,45,4,0,0,0,0,0,0
02,0,0,0,0,46,2,0,0,0,0,0,0
02,0,0,0,0,47,2,0,0,0,0,0,0
02,0,0,0,0,49,1,0,0,0,0,0,0
02,0,0,0,0,50,3,0,0,0,0,0,0
02,0,0,0,0,51,1,0,0,0,0,0,0
03,0,0,0,0,3,1,0,0,0,0,0,0
03,0,0,0,0,4,2,0,0,0,0,0,0
03,0,0,0,0,5,2,0,0,0,0,0,0
03,0,0,0,0,6,1,0,0,0,0,0,0
03,0,0,0,0,7,3,0,0,0,0,0,0
03,0,0,0,0,8,2,0,0,0,0,0,0
03,0,0,0,0,9,1,0,0,0,0,0,0
03,0,0,0,0,10,3,0,0,0,0,0,0
03,0,0,0,0,11,4,0,0,0,0,0,0
03,0,0,0,0,12,5,0,0,0,0,0,0
03,0,0,0,0,13,11,0,0,0,0,0,0
03,0,0,0,0,14,7,0,0,0,0,0,0
03,0,0,0,0,15,5,0,0,0,0,0,0
03,0,0,0,0,16,8,0,0,0,0,0,0
03,0,0,0,0,17,8,0,0,0,0,0,0
03,0,0,0,0,18,12,0,0,0,0,0,0
03,0,0,0,0,19,6,0,0,0,0,0,0
03,0,0,0,0,20,4,0,0,0,0,0,0
03,0,0,0,0,21,6,0,0,0,0,0,0
03,0,0,0,0,22,4,0,0,0,0,0,0
03,0,0,0,0,23,9,0,0,0,0,0,0
03,0,0,0,0,24,9,0,0,0,0,0,0
03,0,0,0,0,25,10,0,0,0,0,0,0
03,0,0,0,0,26,9,0,0,0,0,0,0
03,0,0,0,0,27,5,0,0,0,0,0,0
03,0,0,0,0,28,10,0,0,0,0,0,0
03,0,0,0,0,29,9,0,0,0,0,0,0
03,0,0,0,0,30,8,0,0,0,0,0,0
03,0,0,0,0,31,11,0,0,0,0,0,0
03,0,0,0,0,32,6,0,0,0,0,0,0
03,0,0,0,0,33,13,0,0,0,0,0,0
03,0,0,0,0,34,10,0,0,0,0,0,0
03,0,0,0,0,35,2,0,0,0,0,0,0
03,0,0,0,0,36,2,0,0,0,0,0,0
03,0,0,0,0,37,8,0,0,0,0,0,0
03,0,0,0,0,38,4,0,0,0,0,0,0
03,0,0,0,0,39,7,0,0,0,0,0,0
03,0,0,0,0,40,3,0,0,0,0,0,0
03,0,0,0,0,41,3,0,0,0,0,0,0
03,0,0,0,0,42,5,0,0,0,0,0,0
03,0,0,0,0,43,3,0,0,0,0,0,0
03,0,0,0,0,44,3,0,0,0,0,0,0
03,0,0,0,0,45,1,0,0,0,0,0,0
03,0,0,0,0,46,6,0,0,0,0,0,0
03,0,0,0,0,47,4,0,0,0,0,0,0
03,0,0,0,0,48,2,0,0,0,0,0,0
03,0,0,0,0,49,2,0,0,0,0,0,0
03,0,0,0,0,50,1,0,0,0,0,0,0
03,0,0,0,0,51,1,0,0,0,0,0,0
04,0,0,0,0,6,2,0,0,0,0,0,0
04,0,0,0,0,8,2,0,0,0,0,0,0
04,0,0,0,0,10,4,0,0,0,0,0,0
04,0,0,0,0,11,10,0,0,0,0,0,0
04,0,0,0,0,12,4,0,0,0,0,0,0
04,0,0,0,0,13,7,0,0,0,0,0,0
04,0,0,0,0,14,4,0,0,0,0,0,0
04,0,0,0,0,15,3,0,0,0,0,0,0
04,0,0,0,0,16,5,0,0,0,0,0,0
04,0,0,0,0,17,11,0,0,0,0,0,0
04,0,0,0,0,18,5,0,0,0,0,0,0
04,0,0,0,0,19,8,0,0,0,0,0,0
04,0,0,0,0,20,8,0,0,0,0,0,0
04,0,0,0,0,21,5,0,0,0,0,0,0
04,0,0,0,0,22,8,0,0,0,0,0,0
04,0,0,0,0,23,14,0,0,0,0,0,0
04,0,0,0,0,24,15,0,0,0,0,0,0
04,0,0,0,0,25,10,0,0,0,0,0,0
04,0,0,0,0,26,4,0,0,0,0,0,0
04,0,0,0,0,27,7,0,0,0,0,0,0
04,0,0,0,0,28,7,0,0,0,0,0,0
04,0,0,0,0,29,4,0,0,0,0,0,0
04,0,0,0,0,30,16,0,0,0,0,0,0
04,0,0,0,0,31,8,0,0,0,0,0,0
04,0,0,0,0,32,11,0,0,0,0,0,0
04,0,0,0,0,33,6,0,0,0,0,0,0
04,0,0,0,0,34,8,0,0,0,0,0,0
04,0,0,0,0,35,2,0,0,0,0,0,0
04,0,0,0,0,36,7,0,0,0,0,0,0
04,0,0,0,0,37,9,0,0,0,0,0,0
04,0,0,0,0,38,9,0,0,0,0,0,0
04,0,0,0,0,39,7,0,0,0,0,0,0
04,0,0,0,0,40,3,0,0,0,0,0,0
04,0,0,0,0,41,2,0,0,0,0,0,0
04,0,0,0,0,42,5,0,0,0,0,0,0
04,0,0,0,0,43,2,0,0,0,0,0,0
04,0,0,0,0,44,5,0,0,0,0,0,0
04,0,0,0,0,45,1,0,0,0,0,0,0
04,0,0,0,0,46,2,0,0,0,0,0,0
04,0,0,0,0,47,1,0,0,0,0,0,0
04,0,0,0,0,48,1,0,0,0,0,0,0
04,0,0,0,0,51,1,0,0,0,0,0,0
04,0,0,0,0,52,1,0,0,0,0,0,0
05,0,0,0,0,5,1,0,0,0,0,0,0
05,0,0,0,0,7,5,0,0,0,0,0,0
05,0,0,0,0,8,1,0,0,0,0,0,0
05,0,0,0,0,9,3,0,0,0,0,0,0
05,0,0,0,0,10,3,0,0,0,0,0,0
05,0,0,0,0,11,3,0,0,0,0,0,0
05,0,0,0,0,12,3,0,0,0,0,0,0
05,0,0,0,0,13,5,0,0,0,0,0,0
05,0,0,0,0,14,9,0,0,0,0,0,0
05,0,0,0,0,15,6,0,0,0,0,0,0
05,0,0,0,0,16,7,0,0,0,0,0,0
05,0,0,0,0,17,10,0,0,0,0,0,0
05,0,0,0,0,18,7,0,0,0,0,0,0
05,0,0,0,0,19,6,0,0,0,0,0,0
05,0,0,0,0,20,5,0,0,0,0,0,0
05,0,0,0,0,21,9,0,0,0,0,0,0
05,0,0,0,0,22,7,0,0,0,0,0,0
05,0,0,0,0,23,11,0,0,0,0,0,0
05,0,0,0,0,24,8,0,0,0,0,0,0
05,0,0,0,0,25,5,0,0,0,0,0,0
05,0,0,0,0,26,16,0,0,0,0,0,0
05,0,0,0,0,27,13,0,0,0,0,0,0
05,0,0,0,0,28,14,0,0,0,0,0,0
05,0,0,0,0,29,6,0,0,0,0,0,0
05,0,0,0,0,30,9,0,0,0,0,0,0
05,0,0,0,0,31,10,0,0,0,0,0,0
05,0,0,0,0,32,12,0,0,0,0,0,0
05,0,0,0,0,33,4,0,0,0,0,0,0
05,0,0,0,0,34,9,0,0,0,0,0,0
05,0,0,0,0,35,4,0,0,0,0,0,0
05,0,0,0,0,36,9,0,0,0,0,0,0
05,0,0,0,0,37,5,0,0,0,0,0,0
