mes_ano,dezenas_combinadas,count_combinacao_MMYY
11/2024,1-10|1-10|11-20|51-60|51-60|51-60,1
11/2024,1-10|1-10|21-30|31-40|51-60|51-60,1
11/2024,1-10|11-20|11-20|41-50|41-50|51-60,1
11/2024,1-10|31-40|31-40|31-40|41-50|51-60,1
11/2024,11-20|11-20|31-40|41-50|41-50|51-60,1
11/2024,11-20|21-30|21-30|21-30|31-40|51-60,1
11/2024,11-20|21-30|31-40|31-40|41-50|51-60,1
11/2024,21-30|21-30|31-40|41-50|41-50|51-60,1
11/2025,1-10|1-10|1-10|1-10|21-30|31-40,1
11/2025,1-10|1-10|1-10|11-20|21-30|31-40,1
11/2025,1-10|1-10|1-10|11-20|21-30|51-60,1
11/2025,1-10|11-20|11-20|31-40|41-50|51-60,1
11/2025,1-10|11-20|21-30|31-40|31-40|51-60,2
11/2025,1-10|21-30|21-30|31-40|31-40|51-60,1
11/2025,11-20|11-20|21-30|31-40|41-50|51-60,1
11/2025,11-20|21-30|31-40|31-40|41-50|51-60,1
11/2025,11-20|21-30|31-40|41-50|51-60|51-60,1
11/2025,21-30|31-40|31-40|31-40|41-50|41-50,1
12/1996,1-10|1-10|1-10|11-20|41-50|41-50,1
12/1996,1-10|1-10|11-20|21-30|21-30|51-60,1
12/1996,1-10|11-20|11-20|21-30|31-40|31-40,1
12/1996,11-20|11-20|31-40|41-50|51-60|51-60,1
12/1996,11-20|21-30|31-40|31-40|31-40|41-50,1
12/1997,1-10|1-10|1-10|21-30|21-30|51-60,1
12/1997,1-10|11-20|21-30|51-60|51-60|51-60,1
12/1997,1-10|21-30|21-30|31-40|31-40|51-60,1
12/1997,1-10|31-40|41-50|41-50|41-50|51-60,1
12/1998,1-10|11-20|21-30|21-30|21-30|31-40,1
12/1998,1-10|31-40|31-40|41-50|41-50|51-60,1
12/1998,11-20|11-20|31-40|41-50|41-50|51-60,1
12/1998,21-30|31-40|31-40|41-50|51-60|51-60,1
12/1998,31-40|31-40|41-50|51-60|51-60|51-60,1
12/1999,1-10|1-10|11-20|11-20|21-30|31-40,1
12/1999,1-10|1-10|11-20|21-30|31-40|31-40,1
12/1999,1-10|11-20|11-20|11-20|21-30|51-60,1
12/1999,1-10|11-20|31-40|41-50|51-60|51-60,1
12/1999,11-20|11-20|11-20|31-40|41-50|51-60,1
12/2000,1-10|11-20|21-30|31-40|51-60|51-60,1
12/2000,1-10|21-30|41-50|41-50|41-50|51-60,1
12/2000,11-20|21-30|21-30|31-40|41-50|51-60,1
12/2000,11-20|31-40|31-40|31-40|41-50|51-60,1
12/2000,21-30|31-40|31-40|41-50|51-60|51-60,1
12/2001,1-10|1-10|1-10|21-30|21-30|51-60,1
12/2001,1-10|11-20|11-20|31-40|31-40|51-60,1
12/2001,1-10|11-20|21-30|21-30|21-30|41-50,1
12/2001,1-10|11-20|31-40|31-40|41-50|41-50,1
12/2001,11-20|11-20|11-20|11-20|21-30|41-50,1
12/2001,11-20|11-20|21-30|41-50|41-50|51-60,1
12/2001,11-20|21-30|21-30|41-50|41-50|51-60,1
12/2001,21-30|31-40|31-40|31-40|41-50|51-60,1
12/2002,1-10|1-10|11-20|31-40|41-50|41-50,1
12/2002,1-10|11-20|41-50|41-50|51-60|51-60,1
12/2002,1-10|21-30|31-40|31-40|31-40|51-60,1
12/2002,1-10|31-40|31-40|31-40|41-50|51-60,1
12/2002,11-20|21-30|21-30|31-40|41-50|51-60,1
12/2002,11-20|21-30|21-30|41-50|51-60|51-60,1
12/2002,11-20|31-40|41-50|51-60|51-60|51-60,1
12/2003,1-10|1-10|21-30|21-30|31-40|41-50,1
12/2003,1-10|11-20|11-20|21-30|31-40|41-50,1
12/2003,1-10|11-20|11-20|21-30|41-50|51-60,1
12/2003,1-10|11-20|11-20|31-40|31-40|31-40,1
12/2003,11-20|21-30|21-30|31-40|31-40|41-50,1
12/2003,11-20|21-30|31-40|41-50|41-50|41-50,1
12/2003,21-30|31-40|31-40|41-50|41-50|51-60,1
12/2004,1-10|1-10|11-20|21-30|21-30|31-40,1
12/2004,1-10|1-10|11-20|21-30|31-40|41-50,1
12/2004,1-10|11-20|11-20|41-50|51-60|51-60,1
12/2004,1-10|21-30|21-30|41-50|41-50|51-60,1
12/2004,1-10|21-30|31-40|31-40|41-50|51-60,1
12/2004,11-20|21-30|21-30|31-40|41-50|51-60,1
12/2004,11-20|21-30|31-40|31-40|41-50|51-60,1
12/2004,21-30|21-30|31-40|41-50|41-50|51-60,1
12/2005,1-10|1-10|11-20|31-40|41-50|51-60,1
12/2005,1-10|1-10|31-40|31-40|41-50|41-50,1
12/2005,1-10|11-20|21-30|21-30|31-40|51-60,1
12/2005,1-10|11-20|31-40|41-50|51-60|51-60,1
12/2005,1-10|31-40|31-40|31-40|41-50|51-60,1
12/2005,11-20|21-30|31-40|41-50|51-60|51-60,1
12/2005,11-20|31-40|41-50|51-60|51-60|51-60,1
12/2006,1-10|1-10|1-10|11-20|31-40|41-50,1
12/2006,1-10|1-10|1-10|21-30|41-50|51-60,1
12/2006,1-10|1-10|11-20|21-30|41-50|51-60,1
12/2006,1-10|11-20|21-30|51-60|51-60|51-60,1
12/2006,1-10|11-20|31-40|41-50|41-50|51-60,1
12/2006,1-10|21-30|21-30|31-40|41-50|41-50,1
12/2006,1-10|21-30|31-40|31-40|31-40|41-50,1
12/2006,11-20|21-30|21-30|41-50|51-60|51-60,1
12/2006,21-30|21-30|31-40|41-50|41-50|51-60,1
12/2007,1-10|1-10|31-40|31-40|41-50|51-60,1
12/2007,1-10|11-20|11-20|31-40|31-40|31-40,1
12/2007,1-10|11-20|21-30|21-30|51-60|51-60,1
12/2007,1-10|21-30|31-40|31-40|41-50|51-60,1
12/2007,11-20|21-30|21-30|31-40|31-40|31-40,1
12/2007,11-20|21-30|31-40|31-40|41-50|51-60,1
12/2007,11-20|21-30|31-40|41-50|41-50|51-60,1
12/2007,21-30|31-40|31-40|31-40|41-50|51-60,1
12/2008,1-10|1-10|11-20|11-20|41-50|41-50,1
12/2008,1-10|1-10|11-20|31-40|31-40|51-60,1
12/2008,1-10|1-10|21-30|31-40|51-60|51-60,1
12/2008,1-10|11-20|11-20|11-20|21-30|31-40,1
12/2008,1-10|11-20|21-30|51-60|51-60|51-60,1
12/2008,11-20|11-20|21-30|21-30|41-50|51-60,1
12/2008,11-20|11-20|31-40|41-50|41-50|51-60,1
12/2008,11-20|21-30|31-40|51-60|51-60|51-60,1
12/2008,21-30|31-40|31-40|41-50|41-50|41-50,1
12/2009,1-10|1-10|1-10|11-20|21-30|31-40,1
12/2009,1-10|1-10|11-20|11-20|21-30|31-40,1
12/2009,1-10|1-10|11-20|21-30|31-40|51-60,1
12/2009,1-10|1-10|11-20|31-40|31-40|41-50,1
12/2009,1-10|21-30|21-30|31-40|51-60|51-60,1
12/2009,1-10|21-30|31-40|31-40|31-40|41-50,1
12/2009,1-10|21-30|31-40|41-50|41-50|51-60,1
12/2009,1-10|31-40|31-40|31-40|31-40|41-50,1
12/2009,11-20|21-30|21-30|21-30|41-50|41-50,1
12/2009,11-20|21-30|21-30|31-40|51-60|51-60,1
12/2010,1-10|1-10|11-20|11-20|31-40|51-60,1
12/2010,1-10|1-10|11-20|21-30|31-40|41-50,1
12/2010,1-10|1-10|11-20|21-30|41-50|41-50,1
12/2010,1-10|1-10|31-40|31-40|41-50|41-50,1
12/2010,1-10|11-20|21-30|21-30|21-30|41-50,1
12/2010,1-10|11-20|21-30|21-30|31-40|51-60,2
12/2010,1-10|11-20|31-40|31-40|41-50|51-60,1
12/2010,11-20|11-20|21-30|31-40|31-40|41-50,1
12/2010,11-20|31-40|41-50|41-50|51-60|51-60,1
12/2011,1-10|1-10|21-30|31-40|41-50|51-60,1
12/2011,1-10|1-10|41-50|41-50|41-50|51-60,1
12/2011,1-10|11-20|11-20|21-30|31-40|41-50,1
12/2011,1-10|11-20|11-20|41-50|51-60|51-60,1
12/2011,1-10|11-20|21-30|31-40|41-50|51-60,1
12/2011,1-10|11-20|31-40|31-40|41-50|51-60,1
12/2011,1-10|11-20|41-50|41-50|51-60|51-60,1
12/2011,11-20|11-20|31-40|41-50|51-60|51-60,1
12/2011,11-20|31-40|31-40|41-50|41-50|51-60,1
12/2012,1-10|1-10|11-20|21-30|51-60|51-60,1
12/2012,1-10|1-10|11-20|31-40|51-60|51-60,1
12/2012,1-10|11-20|21-30|31-40|31-40|41-50,1
12/2012,1-10|11-20|21-30|31-40|41-50|51-60,1
12/2012,1-10|11-20|21-30|41-50|51-60|51-60,1
12/2012,1-10|21-30|21-30|31-40|51-60|51-60,1
12/2012,1-10|21-30|21-30|41-50|41-50|51-60,1
12/2012,11-20|31-40|31-40|31-40|41-50|51-60,1
12/2012,21-30|21-30|31-40|31-40|41-50|41-50,1
12/2013,1-10|1-10|1-10|1-10|11-20|51-60,1
12/2013,1-10|1-10|21-30|31-40|51-60|51-60,1
12/2013,1-10|11-20|11-20|21-30|31-40|51-60,1
12/2013,1-10|11-20|11-20|31-40|41-50|41-50,1
12/2013,1-10|11-20|11-20|31-40|41-50|51-60,1
12/2013,11-20|21-30|21-30|21-30|41-50|51-60,1
12/2013,11-20|21-30|31-40|31-40|41-50|51-60,1
12/2013,21-30|31-40|41-50|41-50|51-60|51-60,1
12/2014,1-10|1-10|11-20|11-20|11-20|51-60,1
12/2014,1-10|1-10|11-20|31-40|31-40|41-50,1
12/2014,1-10|11-20|11-20|21-30|31-40|41-50,1
12/2014,1-10|11-20|21-30|21-30|31-40|51-60,1
12/2014,1-10|11-20|31-40|31-40|41-50|51-60,1
12/2014,1-10|21-30|21-30|21-30|31-40|41-50,1
12/2014,11-20|11-20|21-30|31-40|41-50|51-60,1
12/2014,11-20|11-20|21-30|41-50|41-50|51-60,1
12/2015,1-10|1-10|11-20|31-40|31-40|41-50,1
12/2015,1-10|11-20|11-20|21-30|51-60|51-60,1
12/2015,1-10|11-20|21-30|21-30|31-40|31-40,1
12/2015,1-10|11-20|31-40|41-50|51-60|51-60,1
12/2015,11-20|11-20|21-30|31-40|41-50|41-50,1
12/2015,11-20|21-30|21-30|21-30|31-40|41-50,1
12/2015,11-20|21-30|31-40|31-40|41-50|41-50,1
12/2015,11-20|21-30|31-40|41-50|41-50|51-60,1
12/2015,21-30|21-30|41-50|41-50|51-60|51-60,1
12/2015,31-40|31-40|41-50|41-50|51-60|51-60,1
12/2016,1-10|1-10|11-20|11-20|41-50|41-50,1
12/2016,1-10|1-10|11-20|31-40|31-40|41-50,1
12/2016,1-10|1-10|11-20|31-40|41-50|51-60,1
12/2016,1-10|1-10|21-30|31-40|31-40|51-60,1
12/2016,1-10|11-20|11-20|21-30|31-40|51-60,1
12/2016,1-10|11-20|21-30|21-30|51-60|51-60,1
12/2016,11-20|21-30|21-30|21-30|21-30|41-50,1
12/2016,11-20|21-30|21-30|41-50|51-60|51-60,1
12/2016,11-20|21-30|31-40|41-50|41-50|51-60,1
12/2017,1-10|1-10|1-10|11-20|31-40|31-40,1
12/2017,1-10|1-10|11-20|31-40|31-40|41-50,2
12/2017,1-10|11-20|21-30|21-30|31-40|51-60,1
12/2017,1-10|11-20|31-40|41-50|41-50|51-60,1
12/2017,1-10|21-30|21-30|21-30|51-60|51-60,1
12/2017,11-20|21-30|21-30|31-40|31-40|31-40,1
12/2017,11-20|31-40|31-40|41-50|41-50|41-50,1
12/2018,1-10|1-10|11-20|11-20|21-30|31-40,1
12/2018,1-10|1-10|11-20|21-30|41-50|51-60,1
12/2018,1-10|1-10|11-20|31-40|51-60|51-60,1
12/2018,1-10|11-20|11-20|31-40|41-50|41-50,1
12/2018,1-10|11-20|31-40|41-50|41-50|41-50,1
12/2018,1-10|21-30|31-40|31-40|31-40|41-50,1
12/2018,1-10|31-40|41-50|41-50|51-60|51-60,1
12/2018,11-20|11-20|11-20|21-30|31-40|41-50,1
12/2018,11-20|21-30|21-30|41-50|41-50|51-60,1
12/2019,1-10|1-10|1-10|31-40|41-50|51-60,1
12/2019,1-10|1-10|11-20|21-30|31-40|41-50,1
12/2019,1-10|11-20|11-20|21-30|31-40|31-40,1
12/2019,1-10|11-20|21-30|21-30|31-40|41-50,1
12/2019,1-10|11-20|21-30|31-40|41-50|51-60,1
12/2019,1-10|21-30|31-40|41-50|51-60|51-60,1
12/2019,1-10|21-30|41-50|41-50|41-50|41-50,1
12/2019,1-10|31-40|31-40|31-40|51-60|51-60,1
12/2020,1-10|11-20|11-20|31-40|41-50|51-60,2
12/2020,1-10|11-20|21-30|31-40|31-40|51-60,1
12/2020,11-20|11-20|21-30|31-40|41-50|41-50,1
12/2020,11-20|11-20|21-30|41-50|41-50|51-60,1
12/2020,11-20|21-30|31-40|31-40|41-50|51-60,1
12/2020,21-30|31-40|41-50|51-60|51-60|51-60,1
12/2020,31-40|31-40|31-40|41-50|51-60|51-60,1
12/2021,1-10|1-10|11-20|21-30|31-40|51-60,1
12/2021,1-10|1-10|31-40|31-40|41-50|51-60,1
12/2021,1-10|1-10|31-40|51-60|51-60|51-60,1
12/2021,1-10|11-20|11-20|21-30|31-40|51-60,1
12/2021,1-10|11-20|21-30|31-40|31-40|51-60,1
12/2021,1-10|11-20|41-50|41-50|41-50|51-60,1
12/2021,1-10|21-30|21-30|31-40|31-40|31-40,1
12/2021,11-20|11-20|21-30|31-40|31-40|41-50,1
12/2022,1-10|1-10|1-10|21-30|31-40|31-40,1
12/2022,1-10|1-10|1-10|31-40|51-60|51-60,1
12/2022,1-10|11-20|21-30|21-30|21-30|21-30,1
12/2022,1-10|21-30|21-30|31-40|31-40|41-50,1
12/2022,1-10|21-30|31-40|31-40|31-40|51-60,1
12/2022,11-20|21-30|31-40|31-40|31-40|51-60,1
12/2023,1-10|1-10|1-10|21-30|41-50|51-60,1
12/2023,1-10|1-10|11-20|31-40|41-50|51-60,1
12/2023,1-10|11-20|21-30|21-30|31-40|31-40,1
12/2023,1-10|11-20|21-30|41-50|51-60|51-60,1
12/2023,1-10|21-30|21-30|21-30|41-50|41-50,1
12/2023,1-10|21-30|21-30|41-50|41-50|51-60,1
12/2023,11-20|11-20|11-20|21-30|31-40|51-60,1
12/2023,21-30|21-30|31-40|41-50|41-50|51-60,1
12/2024,1-10|1-10|11-20|21-30|31-40|31-40,1
12/2024,1-10|1-10|21-30|41-50|51-60|51-60,1
12/2024,1-10|11-20|11-20|21-30|41-50|51-60,1
12/2024,1-10|11-20|11-20|31-40|41-50|41-50,1
12/2024,1-10|11-20|31-40|41-50|51-60|51-60,1
12/2024,1-10|21-30|31-40|31-40|41-50|41-50,1
12/2024,1-10|21-30|41-50|51-60|51-60|51-60,1
12/2024,11-20|21-30|21-30|31-40|31-40|51-60,1
12/2025,1-10|1-10|11-20|31-40|31-40|41-50,1
12/2025,1-10|1-10|11-20|31-40|41-50|51-60,1
12/2025,1-10|1-10|21-30|21-30|41-50|51-60,1
12/2025,1-10|1-10|21-30|31-40|31-40|41-50,1
12/2025,1-10|1-10|31-40|31-40|41-50|41-50,1
12/2025,1-10|11-20|11-20|21-30|41-50|51-60,1
12/2025,1-10|11-20|41-50|41-50|51-60|51-60,1
12/2025,1-10|21-30|31-40|51-60|51-60|51-60,1
12/2025,21-30|21-30|41-50|41-50|41-50|51-60,1
